"shapeid","x","y","house_num","special_co","streetname"
"1802","-74.1510508935","40.6121972826","531-01","A","WILLOW ROAD EAST"
"1803","-74.1516008466","40.6125128949","521-02","A","WILLOW ROAD EAST"
"1804","-74.1517298247","40.6127477953","515-01","A","WILLOW ROAD EAST"
"1805","-74.1690143683","40.6367523103","104","A","MACORMAC PLACE"
"1806","-74.1728611606","40.5613617594","36","A","CHALLENGER DRIVE"
"1807","-74.1397712169","40.6291139719","48","A","LA GRANGE PLACE"
"1808","-74.1967445448","40.5368037831","284","A","ELLSWORTH AVENUE"
"1809","-74.1433639756","40.5549207723","280","A","TIMBER RIDGE DRIVE"
"1810","-74.1432478863","40.5547056937","300","A","TIMBER RIDGE DRIVE"
"1811","-74.1019310724","40.5612501567","161","A","CEDAR GROVE COURT"
"1812","-74.2221400243","40.5366485837","54","A","ROBIN COURT"
"1813","-73.7492610223","40.7793372002","350","A","RICHMOND ROAD"
"1814","-73.738404329","40.6008160383","328","A","MEEHAN AVENUE"
"1815","-73.8659538085","40.682343932","359","A","ELDERT LANE"
"1816","-73.8308098212","40.6904185683","1033","A","114 STREET"
"1817","-73.8121062112","40.7591988876","147","A","BEECH AVENUE"
"1818","-73.8635484519","40.6807282935","423","A","DREW STREET"
"1819","-73.9045792527","40.702214178","5730","A","PUTNAM AVENUE"
"1820","-73.9174445388","40.7108905973","713","A","STARR STREET"
"1821","-73.8437105813","40.7176200653","60","A","GREENWAY TERRACE"
"1822","-73.8424383162","40.7130387392","151","A","GREENWAY SOUTH"
"1823","-73.7461254805","40.6026396274","9-012","A","GARDEN COURT"
"1824","-73.8386200836","40.7117378806","235","A","GREENWAY NORTH"
"1825","-73.8410502271","40.7154988381","57","A","GREENWAY NORTH"
"1826","-73.8264691471","40.7934292809","8","A","SUMMIT PLACE"
"1827","-73.7506389667","40.7770002864","224","A","BEVERLY ROAD"
"1828","-73.8386186218","40.7114340307","237","A","GREENWAY NORTH"
"1829","-73.906499869","40.7088870172","566","A","GRANDVIEW AVENUE"
"1830","-73.7475964906","40.7735135667","263","A","FOREST ROAD"
"1831","-73.9659514533","40.5773559311","45","A","BRIGHTON 1 LANE"
"1832","-73.7528507163","40.7723607347","11","A","MELROSE LANE"
"1833","-73.8890503582","40.7026157894","2644","A","CENTRAL AVENUE"
"1834","-73.9667824882","40.5773118798","61","A","BRIGHTON 1 TERRACE"
"1835","-73.9659244049","40.5780321866","38","A","BRIGHTON 1 PATH"
"1836","-73.9102491561","40.700459611","445","A","PALMETTO STREET"
"1837","-73.8365029614","40.7118970678","47","A","MARKWOOD PLACE"
"1838","-73.9604775617","40.580833841","14","A","BRIGHTON 8 PLACE"
"1839","-73.844573449","40.7177208982","43","A","GREENWAY TERRACE"
"1840","-73.8487686473","40.698274175","422","A","PARK LANE SOUTH"
"1841","-73.8322931534","40.6558229522","7","A","BAYVIEW AVENUE"
"1842","-73.8409041082","40.694895775","183","A","88 AVENUE"
"1843","-73.8298959343","40.6557612106","42","A","RUSSELL STREET"
"1844","-73.9107644653","40.720225746","23-000","A","58 ROAD"
"1845","-73.8296924195","40.7908076809","31","A","141 STREET"
"1846","-73.7513335681","40.7796663342","300","A","KNOLLWOOD AVENUE"
"1847","-73.9217066857","40.7213224164","56-045","A","48 STREET"
"1848","-73.8292955058","40.7067555157","258","A","BREVOORT STREET"
"1849","-73.7446118376","40.7702543273","2","A","STUART LANE"
"1850","-73.8285360325","40.7901104618","35","A","9 AVENUE"
"1851","-73.7475453248","40.7767988922","334","A","MANOR ROAD"
"1852","-73.8380145862","40.7112952336","254","A","GREENWAY NORTH"
"1853","-73.984945822","40.6457215724","3426","A","FT HAMILTON PARKWAY"
"1854","-73.8115723317","40.7588703451","260","A","CHERRY AVENUE"
"1855","-73.7463103752","40.7711266077","316","A","CHERRY STREET"
"1856","-74.0032628816","40.576079999","40","A","WEST 37 STREET"
"1857","-73.7482767042","40.7769957733","319","A","MANOR ROAD"
"1858","-73.7792629329","40.7173077923","185-028","A","CHELSEA STREET"
"1859","-73.8424518163","40.7122695957","57","A","INGRAM STREET"
"1860","-73.8302994489","40.7115856304","111","A","82 AVENUE"
"1861","-73.7435789866","40.5980494919","4","A","JARVIS AVENUE"
"1862","-73.7479188782","40.7784286338","367","A","GROSVENOR STREET"
"1863","-73.8363130685","40.712983944","52","A","DEEPDENE ROAD"
"1864","-73.9755770388","40.6584381718","10","A","11 AVENUE"
"1865","-73.7526273234","40.7812119055","1008","A","SHORE ROAD"
"1866","-73.8412826686","40.7146883128","1","A","SUMMER STREET"
"1867","-73.8763925671","40.7042356295","71-050","A","73 PLACE"
"1868","-73.8485316764","40.7164034422","12","A","GROTON STREET"
"1869","-73.8660434023","40.682688212","331","A","ELDERT LANE"
"1870","-73.7433283445","40.7617537687","3","A","CAROLINA ROAD"
"1871","-73.8465607148","40.7177920007","67","A","71 AVENUE"
"1872","-73.7474796471","40.7775111806","350","A","BEVERLY ROAD"
"1873","-73.8377442783","40.71522618","282","A","BURNS STREET"
"1874","-73.8391761687","40.712573681","15","A","WENDOVER ROAD"
"1875","-73.8373254719","40.7143279162","303","A","BURNS STREET"
"1876","-73.8821188485","40.8295888348","1238","A","BRONX RIVER AVENUE"
"1877","-73.9354898377","40.5837510507","21","A","BOGARDUS STREET"
"1878","-73.8672759979","40.7038666835","47-049","A","81 STREET"
"1879","-73.8430260788","40.7128460675","26","A","INGRAM STREET"
"1880","-73.846142343","40.7184692086","53","A","71 AVENUE"
"1881","-73.8363471837","40.7122561052","48","A","UPSHAW ROAD"
"1882","-73.8441749827","40.7184261948","22","A","GREENWAY TERRACE"
"1883","-73.8669711622","40.6616803088","188","A","OLD MILL ROAD"
"1884","-73.846746993","40.7165207785","71-001","A","OLIVE PLACE"
"1885","-73.9388483245","40.5836307595","12","A","WEBERS COURT"
"1886","-73.964589308","40.5796668978","6","A","BRIGHTON 3 PLACE"
"1887","-73.743543644","40.6907457962","218-012","A","FRANCIS LEWIS BOULEVARD"
"1888","-73.8391551854","40.7115972094","54","A","WENDOVER ROAD"
"1889","-73.8130667396","40.7589190118","121","A","BEECH AVENUE"
"1890","-73.8692368385","40.8213791563","50","A","CLASON POINT LANE"
"1891","-73.8272188591","40.7938556035","95","A","MALBA DRIVE"
"1892","-73.828843288","40.7067644695","257","A","BREVOORT STREET"
"1893","-73.8659285348","40.6822387382","363","A","ELDERT LANE"
"1894","-73.7533172693","40.7789129242","1","A","WARWICK AVENUE"
"1895","-73.7400972811","40.5997921229","536","A","MEEHAN AVENUE"
"1896","-73.9586913605","40.5816915075","45","A","GRAY COURT"
"1897","-73.9604571205","40.5807235088","12","A","BRIGHTON 8 PLACE"
"1898","-73.8635158717","40.6805973813","429","A","DREW STREET"
"1899","-73.7591476773","40.5969897857","316","A","CAMP ROAD"
"1900","-73.8350662263","40.7618142084","133-015","A","KING ROAD"
"1901","-73.8433672158","40.7125744155","19","A","INGRAM STREET"
"1902","-73.8872693705","40.703015065","2694","A","CENTRAL AVENUE"
"1903","-73.8476986318","40.8137421288","64","A","HOWE AVENUE"
"1904","-73.7486375336","40.774098231","249","A","RIDGE ROAD"
"1905","-73.847803308","40.814194378","328","A","HOWE AVENUE"
"1906","-73.863999182","40.6814407716","95-30","A","DREW STREET"
"1907","-73.7542031892","40.7773532484","6","A","BEVERLY ROAD"
"1908","-73.8327077009","40.6567588511","25","A","BAYVIEW AVENUE"
"1909","-73.8309090522","40.6906228304","1025","A","114 STREET"
"1910","-73.9659212999","40.578515646","6","A","BRIGHTON 1 COURT"
"1911","-73.7489616767","40.7696243543","10","A","40 AVENUE"
"1912","-73.745755138","40.7697063543","116","A","DEPEW AVENUE"
"1913","-73.8420966181","40.7120435464","189","A","75 ROAD"
"1914","-73.8491713575","40.8140334004","309","A","TORRY AVENUE"
"1915","-73.8651792069","40.6823221447","44","A","FORBELL STREET"
"1916","-73.8636166354","40.6798213729","97-44","A","DREW STREET"
"1917","-74.1120045477","40.6400831648","123","A","BEMENT COURT"
"1918","-74.1691957681","40.6367743543","106","A","MACORMAC PLACE"
"1919","-74.1524492724","40.6147883636","399-02","A","WILLOW ROAD EAST"
"1920","-74.1460300134","40.6118172953","92","A","AUBURN AVENUE"
"1921","-74.151588435","40.6139074098","425-02","A","WILLOW ROAD EAST"
"1922","-74.1518399569","40.6140419411","429-02","A","WILLOW ROAD EAST"
"1923","-74.1509758406","40.6125069961","507-02","A","WILLOW ROAD EAST"
"1924","-74.1511444685","40.6119256392","539-01","A","WILLOW ROAD EAST"
"1925","-74.1516530315","40.6126081151","519-02","A","WILLOW ROAD EAST"
"1926","-73.7847974758","40.838303722","3","A","ROCHELLE STREET"
"1927","-74.095047102","40.6141564803","34","A","CAMPUS ROAD"
"1928","-74.1389319214","40.5465768692","35","A","YACHT CLUB COVE"
"1929","-74.2022613723","40.5552263892","212","A","CODY PLACE"
"1930","-74.1431433615","40.5547879043","296","A","TIMBER RIDGE DRIVE"
"1931","-74.1652751588","40.6001544921","57","A","AMSTERDAM PLACE"
"1932","-74.1421906513","40.5633726628","256","A","CORONA AVENUE"
"1933","-74.1425354495","40.563647535","276","A","CORONA AVENUE"
"1934","-73.7974597346","40.7100081272","16","A","CLINTON TERRACE"
"1935","-73.8290639595","40.7123310599","45","A","KEW GARDENS ROAD"
"1936","-74.1848300831","40.5639999568","37","A","AMANDA COURT"
"1937","-73.7493696914","40.7746889149","233","A","PARK LANE"
"1938","-74.1186722593","40.5541759682","523","A","MERKEL PLACE"
"1939","-73.7493545845","40.7786239342","332","A","WARWICK AVENUE"
"1940","-73.7507677986","40.7758775783","205","A","HOLLYWOOD AVENUE"
"1941","-73.8848427332","40.7035842398","2764","A","CENTRAL AVENUE"
"1942","-73.7772427893","40.7165290289","186-026","A","CHELSEA STREET"
"1943","-73.7530083748","40.7758909735","12","A","MANOR ROAD"
"1944","-73.8452929489","40.718008021","3","A","ARCHWAY PLACE"
"1945","-73.8443536063","40.7127063675","201","A","ASCAN AVENUE"
"1946","-73.7585346515","40.5966999254","296","A","WATJEAN COURT"
"1947","-73.8387368303","40.7136035116","160","A","GREENWAY NORTH"
"1948","-73.8469143155","40.7158071212","46","A","GROTON STREET"
"1949","-73.8037460617","40.6678071942","134-037","A","135 AVENUE"
"1950","-73.8428113413","40.7098848552","266","A","75 ROAD"
"1951","-73.8475838673","40.7182153979","75","A","TENNIS PLACE"
"1952","-73.8622477947","40.6779819604","105-34","A","RUBY STREET"
"1953","-73.9165540655","40.7767269698","166","A","23 AVENUE"
"1954","-73.8430327199","40.7102735754","257","A","75 ROAD"
"1955","-73.8362950241","40.7134515064","730","A","BURNS STREET"
"1956","-73.8282972752","40.7902343062","33","A","9 AVENUE"
"1957","-73.8300496341","40.7898826876","20","A","POINT CRESCENT"
"1958","-73.7468145852","40.7721595695","3","A","38 DRIVE"
"1959","-73.8443181408","40.7139459842","105","A","GREENWAY SOUTH"
"1960","-73.9663182405","40.5774235404","64","A","BRIGHTON 1 PLACE"
"1961","-73.9073164095","40.6442213489","3","A","ROSE STREET"
"1962","-73.8244211262","40.7913524387","2","A","NORTH DRIVE"
"1963","-73.7385990118","40.7536337979","63-041","A","DOUGLASTON PARKWAY"
"1964","-73.7436467271","40.6918637501","218-005","A","FRANCIS LEWIS BOULEVARD"
"1965","-73.8459333797","40.7162687595","71-027","A","OLIVE PLACE"
"1966","-73.842997011","40.7184858378","85","A","BURNS STREET"
"1967","-73.9354938157","40.5838093783","20","A","BOGARDUS STREET"
"1968","-73.8519667405","40.8374320077","1549","A","GLEBE AVENUE"
"1969","-73.9162873553","40.777025899","163","A","23 AVENUE"
"1970","-73.8675914548","40.70400476","47-042","A","81 STREET"
"1971","-73.8464315454","40.7180635129","63","A","71 AVENUE"
"1972","-73.7411587328","40.5981833333","625","A","JARVIS AVENUE"
"1973","-73.8461840501","40.7175535962","60","A","71 AVENUE"
"1974","-73.8132117401","40.7581327437","213","A","CHERRY AVENUE"
"1975","-73.8574119718","40.8103754941","1602","A","UNDERHILL AVENUE"
"1976","-73.8330683289","40.7087498194","111","A","AUDLEY STREET"
"1977","-73.8423640451","40.6945150099","141","A","88 AVENUE"
"1978","-73.8396087272","40.713207282","36","A","SHORTHILL ROAD"
"1979","-73.741077134","40.5982073159","623","A","JARVIS AVENUE"
"1980","-73.9249161524","40.6380392564","23","A","PRESTON COURT"
"1981","-73.7462400658","40.7733699838","326","A","FOREST ROAD"
"1982","-73.8634563248","40.6803459281","441","A","DREW STREET"
"1983","-73.9645192713","40.5794076278","9","A","BRIGHTON 3 PLACE"
"1984","-73.7503541444","40.7798391459","330","A","KNOLLWOOD AVENUE"
"1985","-73.8572371769","40.8096269693","1613","A","UNDERHILL AVENUE"
"1986","-73.8004910484","40.7824528242","163-039","A","WILLETS POINT BOULEVARD"
"1987","-73.8410826766","40.7171414628","14","A","ASCAN AVENUE"
"1988","-73.7337871608","40.7458441916","239-070","A","OAK PARK DRIVE"
"1989","-73.8414655224","40.6947528048","167","A","88 AVENUE"
"1990","-73.828917754","40.7066384592","259","A","BREVOORT STREET"
"1991","-73.7848617564","40.8380270531","1","A","ROCHELLE STREET"
"1992","-73.8560379922","40.806927985","1020","A","CORNELL AVENUE"
"1993","-73.7293065759","40.6623811922","251-014","A","HOOK CREEK BOULEVARD"
"1994","-73.7508839473","40.780763876","15","A","KENMORE ROAD"
"1995","-73.8322230791","40.7085778538","49","A","BEVERLY ROAD"
"1996","-73.7468699063","40.7724794578","308","A","38 ROAD"
"1997","-73.8468155304","40.7182787205","56","A","TENNIS PLACE"
"1998","-73.7411262634","40.7543134279","62-075","A","DOUGLASTON PARKWAY"
"1999","-73.7920038029","40.7528434684","188-010","A","HOLLIS COURT BOULEVARD"
"2000","-73.8909145715","40.7024334765","2597","A","CENTRAL AVENUE"
"2001","-73.844331425","40.7185759669","10","A","GREENWAY TERRACE"
"2002","-73.8393201547","40.7120258143","36","A","WENDOVER ROAD"
"2003","-73.9628767735","40.6346456494","30","A","NEWKIRK PLAZA"
"2004","-73.8660767307","40.6828348284","325","A","ELDERT LANE"
"2005","-73.8282034255","40.7911762558","27","A","NORTH DRIVE"
"2006","-73.9185153283","40.7781046537","110","A","23 AVENUE"
"2007","-73.7399688047","40.7535121775","63-063","A","DOUGLASTON PARKWAY"
"2008","-73.7592021942","40.5960823212","2-086","A","SEAGIRT BOULEVARD"
"2009","-73.8480692671","40.8136814274","311","A","HOWE AVENUE"
"2010","-73.8318717092","40.7093506922","121-020","A","AUDLEY STREET"
"2011","-73.8350125575","40.7083263226","117-014","A","AUDLEY STREET"
"2012","-73.8307319699","40.6537293724","85","A","RAU COURT"
"2013","-73.8357166252","40.7133817009","388","A","BURNS STREET"
"2014","-73.8160917044","40.8403869672","3391-09","A","COUNTRY CLUB ROAD"
"2015","-73.7532540599","40.7751522081","6","A","HOLLYWOOD AVENUE"
"2016","-73.8395677431","40.7152341269","31","A","75 ROAD"
"2017","-73.909004026","40.7106188753","451","A","GRANDVIEW AVENUE"
"2018","-73.8675181749","40.703619386","47-056","A","81 STREET"
"2019","-73.7498966609","40.7809134622","345","A","KENMORE ROAD"
"2020","-73.8382855099","40.7145570343","104","A","BEECHKNOLL ROAD"
"2021","-73.9047335652","40.7078482102","652","A","GRANDVIEW AVENUE"
"2022","-73.7265587833","40.7336118745","238-025","A","HILLSIDE AVENUE"
"2023","-73.8676623381","40.704378366","47-030","A","81 STREET"
"2024","-73.8454591946","40.7152350104","100","A","GROTON STREET"
"2025","-73.7493346516","40.7779078421","316","A","GROSVENOR STREET"
"2026","-73.8312188657","40.7553144411","4","A","SUMMIT COURT"
"2027","-73.9043084908","40.7028015832","5809","A","PUTNAM AVENUE"
"2028","-73.7337587195","40.7458163296","239-070","A","OAK PARK DRIVE"
"2029","-73.8355950109","40.7080529622","135","A","AUDLEY STREET"
"2030","-73.8852033038","40.7037729361","2757","A","CENTRAL AVENUE"
"2031","-73.8300778378","40.7112297749","112","A","82 ROAD"
"2032","-73.938578048","40.5834237873","18","A","WEBERS COURT"
"2033","-73.7525267931","40.7798412852","16","A","KNOLLWOOD AVENUE"
"2034","-73.7513869486","40.7747410958","122","A","ARLEIGH ROAD"
"2035","-74.1480877956","40.5907783792","31","A","GINA COURT"
"2036","-74.1519460955","40.6152304723","460-01","A","CASWELL AVENUE"
"2037","-74.1521053216","40.6141613123","435-01","A","WILLOW ROAD EAST"
"2038","-74.152336637","40.6143002309","439-01","A","WILLOW ROAD EAST"
"2039","-74.1521673931","40.613868671","451-01","A","WILLOW ROAD EAST"
"2040","-74.1511615929","40.6118628629","541-01","A","WILLOW ROAD EAST"
"2041","-74.1639278277","40.5422150625","27","A","LYNDALE LANE"
"2042","-74.1888080897","40.5298459371","147","A","DEISIUS STREET"
"2043","-74.1018038964","40.5611994471","167","A","CEDAR GROVE COURT"
"2044","-74.1386908715","40.5463950789","30","A","YACHT CLUB COVE"
"2045","-74.2024108218","40.5551881009","206","A","CODY PLACE"
"2046","-74.2023584847","40.5545612376","142","A","CODY PLACE"
"2047","-73.8309611869","40.6530630426","4","A","DAVENPORT COURT"
"2048","-73.7506755764","40.7741072932","132","A","PARK LANE"
"2049","-73.8417633269","40.7135323605","53","A","SUMMER STREET"
"2050","-73.9049234597","40.7021961384","5725","A","PUTNAM AVENUE"
"2051","-74.1184136965","40.5538947547","516","A","MERKEL PLACE"
"2052","-74.1179766956","40.5542933663","540","A","MERKEL PLACE"
"2053","-74.1855452986","40.5639401393","40","A","AMANDA COURT"
"2054","-73.7471486537","40.7775496179","360","A","BEVERLY ROAD"
"2055","-73.7461364186","40.7711392611","320","A","CHERRY STREET"
"2056","-73.9057100426","40.7010984185","5626","A","PUTNAM AVENUE"
"2057","-73.89192911","40.5674667435","236","A","ROXBURY AVENUE"
"2058","-73.7487505576","40.7732960633","229","A","FOREST ROAD"
"2059","-73.9192906408","40.5606532488","107","A","ROCKAWAY POINT BOULEVARD"
"2060","-73.843108197","40.7185266707","83","A","BURNS STREET"
"2061","-73.7464049318","40.7725384674","320","A","38 ROAD"
"2062","-73.8391469435","40.7155958027","19","A","75 ROAD"
"2063","-73.7469423021","40.7771898884","361","A","MANOR ROAD"
"2064","-73.84820681","40.7175289238","45","A","EXETER STREET"
"2065","-73.7473344092","40.7746494991","308","A","PARK LANE"
"2066","-73.9172359336","40.5617207654","13","A","BAYSIDE WALK"
"2067","-73.9956162106","40.7314896487","52","A","WASHINGTON MEWS"
"2068","-73.8570994329","40.8068150438","808","A","CORNELL AVENUE"
"2069","-73.9606144734","40.5826611699","5","A","BRIGHTON 8 COURT"
"2070","-73.8368652018","40.7124806942","30","A","MARKWOOD PLACE"
"2071","-73.8576097928","40.8101517815","1505","A","UNDERHILL AVENUE"
"2072","-73.9612029227","40.5805204384","15","A","BRIGHTON 7 LANE"
"2073","-73.9070765393","40.6440067396","11","A","ROSE STREET"
"2074","-73.842273659","40.7129504293","155","A","GREENWAY SOUTH"
"2075","-73.8659875368","40.6824424626","343","A","ELDERT LANE"
"2076","-73.8409466121","40.7148387342","52","A","SEASONGOOD ROAD"
"2077","-73.8361204899","40.7137880633","362","A","BURNS STREET"
"2078","-73.9645018858","40.5799898994","28","A","BRIGHTON 3 WALK"
"2079","-73.8884720767","40.5664398935","85","A","CHURCH AVENUE"
"2080","-73.7768285908","40.7166622114","186-035","A","CHELSEA STREET"
"2081","-73.96582575","40.5777306422","35","A","BRIGHTON 1 PATH"
"2082","-73.8482615554","40.8144912729","333","A","HOWE AVENUE"
"2083","-73.8408589901","40.7165653928","21","A","BORAGE PLACE"
"2084","-73.7387286827","40.7536225423","63-043","A","DOUGLASTON PARKWAY"
"2085","-73.9067968574","40.7093117469","551","A","GRANDVIEW AVENUE"
"2086","-73.8431582264","40.7136740378","120","A","GREENWAY SOUTH"
"2087","-73.8306681582","40.7904728456","12","A","POINT CRESCENT"
"2088","-73.866065457","40.6827852435","327","A","ELDERT LANE"
"2089","-73.8480787286","40.8137228665","313","A","HOWE AVENUE"
"2090","-73.8308997162","40.7116001202","118","A","82 AVENUE"
"2091","-73.8306084585","40.7906654471","10","A","POINT CRESCENT"
"2092","-73.7785237783","40.7174723203","185-045","A","CHELSEA STREET"
"2093","-73.7497083193","40.780623847","350","A","KENMORE ROAD"
"2094","-73.8367325282","40.7143598773","332","A","BURNS STREET"
"2095","-73.8447104066","40.7180036795","27","A","GREENWAY TERRACE"
"2096","-73.9590138105","40.5798609362","154","A","BRIGHTON 10 STREET"
"2097","-73.7389095594","40.6574996965","145-053","A","249 STREET"
"2098","-73.8468407615","40.7182382264","60","A","TENNIS PLACE"
"2099","-73.7502266144","40.7759648193","221","A","HOLLYWOOD AVENUE"
"2100","-73.8676468436","40.7042726351","47-034","A","81 STREET"
"2101","-73.9162353942","40.7765021884","178","A","23 AVENUE"
"2102","-73.8368174069","40.7144365975","326","A","BURNS STREET"
"2103","-73.8407245015","40.7129596438","120","A","75 ROAD"
"2104","-73.7471601074","40.7460864825","68-001","A","CLOVERDALE LANE"
"2105","-73.7502254453","40.779168507","326","A","RICHMOND ROAD"
"2106","-73.840492424","40.7160518543","14","A","BEECHKNOLL ROAD"
"2107","-73.7503028976","40.7805172887","336","A","KENMORE ROAD"
"2108","-73.8618131406","40.6761182782","107-14","A","RUBY STREET"
"2109","-73.8397599708","40.7137972528","9","A","GOODWOOD ROAD"
"2110","-73.9629163732","40.6349489459","38","A","NEWKIRK PLAZA"
"2111","-73.8298958699","40.71226618","106","A","82 AVENUE"
"2112","-73.7504219725","40.7784424049","302","A","WARWICK AVENUE"
"2113","-73.8433374659","40.7129647537","16","A","INGRAM STREET"
"2114","-73.8383331422","40.7124502583","206","A","GREENWAY NORTH"
"2115","-73.8470097763","40.7186364178","45","A","DARTMOUTH STREET"
"2116","-73.8017599934","40.771485443","162-016","A","BAYSIDE LANE"
"2117","-73.747001746","40.775063301","327","A","PARK LANE"
"2118","-73.8479497457","40.716218575","20","A","GROTON STREET"
"2119","-73.8604395831","40.8468787291","167","A","DELANCEY PLACE"
"2120","-73.8363427367","40.7122297413","48","A","MARKWOOD PLACE"
"2121","-73.9642488493","40.5803495796","40","A","BRIGHTON 4 COURT"
"2122","-73.8411811335","40.7141013089","20","A","SUMMER STREET"
"2123","-73.841373659","40.7137726268","30","A","SUMMER STREET"
"2124","-73.8275581036","40.7962989466","1-018","A","POWELLS COVE DRIVE"
"2125","-73.8400149889","40.7168837027","172","A","BURNS STREET"
"2126","-73.8358419972","40.7130844272","802","A","BURNS STREET"
"2127","-73.7522446141","40.7776805398","118","A","GROSVENOR STREET"
"2128","-73.838716632","40.7122941326","209","A","GREENWAY NORTH"
"2129","-73.9387820403","40.5835774547","14","A","WEBERS COURT"
"2130","-73.9647097049","40.5796438697","17","A","BRIGHTON 3 PLACE"
"2131","-73.9650695485","40.5798721462","33","A","BRIGHTON 3 WALK"
"2132","-73.8246821379","40.7872486604","9","A","HILL COURT"
"2133","-73.7552500522","40.6066198585","1","A","DIX AVENUE"
"2134","-73.8426686729","40.7102840787","256","A","75 ROAD"
"2135","-73.8358031078","40.7134594649","384","A","BURNS STREET"
"2136","-73.842574964","40.7126566972","46","A","INGRAM STREET"
"2137","-73.7500942017","40.7788096103","323","A","WARWICK AVENUE"
"2138","-73.8137823006","40.758277842","200","A","CHERRY AVENUE"
"2139","-73.8423807684","40.7167088301","8","A","GREENWAY NORTH"
"2140","-73.8842920614","40.7040151106","2781","A","CENTRAL AVENUE"
"2141","-73.7484392603","40.7776395363","331","A","BEVERLY ROAD"
"2142","-73.9660600331","40.5784817816","7","A","BRIGHTON 1 COURT"
"2143","-74.0046857119","40.6552596561","154","A","35 STREET"
"2144","-73.8400348993","40.7107270341","275","A","GREENWAY SOUTH"
"2145","-73.8075244796","40.8222048331","29","A","HARDING AVENUE"
"2146","-73.8388318492","40.7160867129","222","A","BURNS STREET"
"2147","-73.8573743734","40.8094038215","1516","A","UNDERHILL AVENUE"
"2148","-73.8388624681","40.7123338017","2","A","WENDOVER ROAD"
"2149","-74.0031912585","40.5756559108","24","A","WEST 37 STREET"
"2150","-74.1518565194","40.6152167179","458-01","A","CASWELL AVENUE"
"2151","-74.1514207278","40.6146441928","432-02","A","CASWELL AVENUE"
"2152","-74.1511365273","40.6128336739","491-02","A","WILLOW ROAD EAST"
"2153","-74.1467482223","40.5368643609","37","A","HIGHLAND LANE"
"2154","-74.1481688693","40.590814051","29","A","GINA COURT"
"2155","-74.1426164679","40.5635817017","272","A","CORONA AVENUE"
"2156","-74.1435510175","40.5550522584","266","A","TIMBER RIDGE DRIVE"
"2157","-73.7273664403","40.6594743855","257-003","A","HOOK CREEK BOULEVARD"
"2158","-73.7523198166","40.780529992","4","A","KENMORE ROAD"
"2159","-73.748133496","40.7741946854","261","A","RIDGE ROAD"
"2160","-73.7490001616","40.7772651719","308","A","BEVERLY ROAD"
"2161","-73.9176694568","40.7106745127","705","A","STARR STREET"
"2162","-73.8430868599","40.7101410192","261","A","75 ROAD"
"2163","-73.7480981022","40.7766967561","320","A","MANOR ROAD"
"2164","-73.8408227082","40.7152032117","73","A","GREENWAY NORTH"
"2165","-73.8558338059","40.8062533343","623","A","BRONX RIVER AVENUE"
"2166","-73.7407011168","40.753997525","62-057","A","DOUGLASTON PARKWAY"
"2167","-73.8374467974","40.7149974508","292","A","BURNS STREET"
"2168","-73.7467855025","40.776934997","356","A","MANOR ROAD"
"2169","-73.8240016462","40.862034727","2400","A","EARHART LANE"
"2170","-73.8823839352","40.8292688477","1224","A","BRONX RIVER AVENUE"
"2171","-73.7393620518","40.5999089912","509","A","MEEHAN AVENUE"
"2172","-73.7472829272","40.7460380832","68-003","A","CLOVERDALE LANE"
"2173","-73.7402886046","40.5950557454","11","A","BEACH 5 STREET"
"2174","-73.9592750539","40.5795793218","140","A","BRIGHTON 10 STREET"
"2175","-73.8676913929","40.704554927","47-022","A","81 STREET"
"2176","-73.8475775853","40.8132208537","70","A","HOWE AVENUE"
"2177","-73.7413852125","40.6877019142","120-078","A","121 AVENUE"
"2178","-73.8417267326","40.7136845803","45","A","SUMMER STREET"
"2179","-73.8796221047","40.6816836456","3127","A","ARLINGTON AVENUE"
"2180","-73.9513031532","40.6477631158","2","A","EAST 28 STREET"
"2181","-73.7731543141","40.6835954929","172-002","A","VICTORIA ROAD"
"2182","-73.840085055","40.7133561242","25","A","SHORTHILL ROAD"
"2183","-73.7403257941","40.5984724666","601","A","JARVIS AVENUE"
"2184","-73.8443747476","40.7203929816","179","A","71 AVENUE"
"2185","-73.8332292222","40.708738463","113","A","AUDLEY STREET"
"2186","-73.9073642758","40.6442642735","1","A","ROSE STREET"
"2187","-73.8576887929","40.8096875131","1511","A","UNDERHILL AVENUE"
"2188","-73.7472472835","40.7692185266","35","A","240 STREET"
"2189","-73.7483580245","40.7696907916","20","A","40 AVENUE"
"2190","-73.8404527037","40.7120268174","216","A","GREENWAY SOUTH"
"2191","-73.8411199441","40.7138216658","26","A","SUMMER STREET"
"2192","-73.8636778574","40.6800888393","97-32","A","DREW STREET"
"2193","-73.8437670292","40.8374953341","2474","A","ROWE STREET"
"2194","-73.863861326","40.6808922363","97-00","A","DREW STREET"
"2195","-74.0032119507","40.5757653","28","A","WEST 37 STREET"
"2196","-73.8410529235","40.7155008708","57","A","GREENWAY NORTH"
"2197","-73.7405747217","40.5986950169","604","A","JARVIS AVENUE"
"2198","-73.8436000098","40.7131591651","188","A","ASCAN AVENUE"
"2199","-73.7477635289","40.7459063314","68-021","A","CLOVERDALE LANE"
"2200","-73.8387129649","40.715575857","2","A","75 ROAD"
"2201","-73.7453827252","40.7722830055","45","A","38 DRIVE"
"2202","-73.8121920497","40.7594421439","140","A","BEECH AVENUE"
